,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[A83034],0.222,0.085,0.062,0.382,0.0,0.001,33021.0,19656.0,1.0
1|practice_id[A83037],-0.16,0.085,-0.316,0.005,0.0,0.001,32103.0,19127.0,1.0
1|practice_id[A83038],-0.297,0.088,-0.462,-0.132,0.0,0.001,37904.0,19626.0,1.0
1|practice_id[A83040],-0.469,0.086,-0.628,-0.308,0.0,0.001,32734.0,19580.0,1.0
1|practice_id[A83041],0.191,0.086,0.032,0.357,0.0,0.001,33521.0,19273.0,1.0
1|practice_id[A83042],-0.222,0.107,-0.42,-0.021,0.001,0.001,31947.0,19088.0,1.0
1|practice_id[A83043],-0.11,0.087,-0.27,0.053,0.0,0.001,30992.0,20200.0,1.0
1|practice_id[A83044],0.072,0.086,-0.087,0.234,0.0,0.001,32286.0,20394.0,1.0
1|practice_id[A83045],-0.24,0.085,-0.407,-0.086,0.001,0.001,27096.0,19576.0,1.0
1|practice_id[A83046],-0.284,0.086,-0.444,-0.119,0.0,0.001,32024.0,19633.0,1.0
1|practice_id[A83047],0.639,0.086,0.478,0.804,0.0,0.001,32255.0,19598.0,1.0
1|practice_id[A83048],0.002,0.085,-0.16,0.158,0.0,0.001,31417.0,20431.0,1.0
1|practice_id[A83049],0.358,0.085,0.2,0.52,0.0,0.001,30922.0,19056.0,1.0
1|practice_id[A83050],-0.038,0.086,-0.201,0.126,0.0,0.001,34592.0,18145.0,1.0
1|practice_id[A83051],-0.438,0.086,-0.599,-0.277,0.001,0.001,28896.0,19111.0,1.0
1|practice_id[A83054],0.289,0.086,0.128,0.452,0.0,0.001,33301.0,19784.0,1.0
1|practice_id[A83055],-0.221,0.086,-0.384,-0.061,0.0,0.001,32347.0,20489.0,1.0
1|practice_id[A83057],-0.277,0.087,-0.442,-0.115,0.0,0.001,36725.0,18872.0,1.0
1|practice_id[A83060],0.171,0.086,0.008,0.333,0.0,0.001,33041.0,19269.0,1.0
1|practice_id[A83061],0.172,0.086,0.009,0.33,0.0,0.001,33466.0,18945.0,1.0
1|practice_id[A83066],0.098,0.087,-0.064,0.263,0.0,0.001,30552.0,18735.0,1.0
1|practice_id[A83068],-0.208,0.21,-0.601,0.188,0.001,0.001,27992.0,17625.0,1.0
1|practice_id[A83070],-0.453,0.086,-0.61,-0.289,0.0,0.001,33185.0,19239.0,1.0
1|practice_id[A83071],0.005,0.086,-0.156,0.167,0.0,0.001,34489.0,20063.0,1.0
1|practice_id[A83073],0.502,0.087,0.337,0.663,0.0,0.001,33337.0,19641.0,1.0
1|practice_id[A83074],0.562,0.085,0.403,0.727,0.0,0.001,33107.0,20328.0,1.0
1|practice_id[A83075],-0.722,0.086,-0.886,-0.563,0.0,0.001,34739.0,18721.0,1.0
1|practice_id[A83076],-0.255,0.102,-0.453,-0.071,0.001,0.001,29045.0,19714.0,1.0
1|practice_id[A83610],0.145,0.086,-0.018,0.304,0.0,0.001,32213.0,20488.0,1.0
1|practice_id[A83616],-0.389,0.086,-0.549,-0.224,0.0,0.001,33655.0,19379.0,1.0
1|practice_id[A83618],0.338,0.086,0.178,0.501,0.0,0.001,32222.0,20606.0,1.0
1|practice_id[A83619],0.008,0.086,-0.155,0.166,0.0,0.001,30893.0,19285.0,1.0
1|practice_id[A83626],-0.243,0.086,-0.407,-0.086,0.0,0.001,32688.0,18232.0,1.0
1|practice_id[A83627],-0.126,0.085,-0.287,0.035,0.001,0.001,29020.0,20358.0,1.0
1|practice_id[A83632],-0.352,0.086,-0.516,-0.191,0.0,0.001,38097.0,19317.0,1.0
1|practice_id[A83634],0.268,0.086,0.103,0.425,0.0,0.001,33651.0,20166.0,1.0
1|practice_id[A83635],0.113,0.087,-0.054,0.27,0.0,0.001,32763.0,19768.0,1.0
1|practice_id[A83636],0.329,0.085,0.17,0.488,0.0,0.001,36610.0,19311.0,1.0
1|practice_id[A83637],-0.399,0.087,-0.56,-0.232,0.0,0.001,36223.0,19226.0,1.0
1|practice_id[A83638],-0.934,0.163,-1.244,-0.633,0.001,0.001,29202.0,19039.0,1.0
1|practice_id[A83641],0.122,0.086,-0.045,0.278,0.0,0.001,33801.0,19840.0,1.0
1|practice_id[A83644],0.241,0.086,0.078,0.402,0.0,0.001,36891.0,19821.0,1.0
1|practice_id[A84002],0.062,0.087,-0.1,0.226,0.0,0.001,33403.0,20080.0,1.0
1|practice_id[A84003],0.201,0.086,0.04,0.363,0.0,0.001,31805.0,19551.0,1.0
1|practice_id[A84005],-0.078,0.085,-0.239,0.082,0.0,0.001,29381.0,19358.0,1.0
1|practice_id[A84006],0.153,0.087,-0.009,0.317,0.0,0.001,30695.0,19656.0,1.0
1|practice_id[A84007],0.19,0.086,0.036,0.357,0.0,0.0,32887.0,20093.0,1.0
1|practice_id[A84008],-0.044,0.087,-0.213,0.114,0.0,0.001,33752.0,18911.0,1.0
1|practice_id[A84009],0.042,0.085,-0.118,0.203,0.0,0.001,30080.0,18653.0,1.0
1|practice_id[A84011],0.211,0.086,0.048,0.373,0.0,0.001,30109.0,20148.0,1.0
1|practice_id[A84013],-0.256,0.086,-0.415,-0.095,0.0,0.001,31735.0,19462.0,1.0
1|practice_id[A84014],0.049,0.085,-0.111,0.206,0.0,0.001,31506.0,19834.0,1.0
1|practice_id[A84015],-0.089,0.086,-0.25,0.074,0.0,0.001,29850.0,18978.0,1.0
1|practice_id[A84018],-0.315,0.085,-0.473,-0.154,0.0,0.001,34534.0,19710.0,1.0
1|practice_id[A84020],-0.069,0.087,-0.238,0.091,0.0,0.001,33294.0,18834.0,1.0
1|practice_id[A84021],0.22,0.14,-0.043,0.481,0.001,0.001,25966.0,19215.0,1.0
1|practice_id[A84022],0.278,0.086,0.11,0.433,0.0,0.001,30432.0,20176.0,1.0
1|practice_id[A84024],0.034,0.096,-0.148,0.213,0.0,0.001,45217.0,17027.0,1.0
1|practice_id[A84025],-0.633,0.185,-0.986,-0.289,0.001,0.001,29199.0,19147.0,1.0
1|practice_id[A84026],0.685,0.085,0.527,0.848,0.0,0.001,30206.0,19516.0,1.0
