practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E85088,flood,20.45714285714286,-2.701886792452833,0.4264038610549337,7,53,0.26900986314269826
E85090,flood,10.066666666666663,-0.5298245614035111,0.1988085824489081,3,57,0.5414834524440786
E85091,flood,10.828571428571427,-1.4301886792452816,0.44692204092952426,7,53,0.3877882912231079
E85096,flood,11.257142857142854,-1.4867924528301883,0.314247372266017,7,53,0.24485059812077348
E85098,flood,62.33333333333334,-3.2807017543859662,1.7331303443595638,3,57,0.012071182970594372
E85099,flood,6.942857142857142,-0.916981132075471,0.18140879445597025,7,53,0.5804979972321083
E85103,flood,19.799999999999997,-1.0421052631578953,1.2469799596298858,3,57,0.16427325710578566
E85107,flood,12.514285714285709,-1.6528301886792462,0.5967089691765867,7,53,0.3054756291029499
E85108,flood,20.666666666666668,-1.0877192982456136,0.5805003018213973,3,57,0.39579193454120387
E85109,flood,10.514285714285716,-1.3886792452830192,0.5184914590146966,7,53,0.15337297426340663
E85111,flood,11.800000000000002,-1.5584905660377346,0.37214274704350014,7,53,0.2947487509157466
E85112,flood,12.028571428571423,-1.5886792452830165,0.2455617683342935,7,53,0.34510672690492805
E85113,flood,0.11428571428571185,-0.01509433962264065,0.0026899128373640176,7,53,0.8268344534574048
E85114,flood,25.428571428571434,-3.3584905660377258,0.5842386622915238,7,53,0.06544714505687366
E85116,flood,-2.6857142857142873,0.3547169811320773,-0.10757663965400388,7,53,0.9908130915195711
E85118,flood,13.114285714285712,-1.7320754716981128,0.5688553271198077,7,53,0.15333870260963123
E85119,flood,56.466666666666676,-2.971929824561403,0.8626534513473538,3,57,0.06957343383454717
E85120,flood,28.514285714285727,-3.7660377358490513,0.37447566290188017,7,53,0.5042648324518593
E85121,flood,65.80000000000001,-3.4631578947368435,0.8400239948250544,3,57,0.07241379310344828
E85122,flood,36.14285714285715,-4.773584905660373,0.5493940052609783,7,53,0.12009087845960242
E85123,flood,5.571428571428568,-0.7358490566037735,0.10473622324683171,7,53,0.6043670447652973
E85124,flood,1.1999999999999804,-0.1584905660377204,0.0026653319635121854,7,53,0.9820330666265638
E85125,flood,2.5714285714285734,-0.3396226415094345,0.13866551411155623,7,53,0.6205227585563196
E85126,flood,12.65714285714286,-1.671698113207545,0.23211427200803772,7,53,0.5883981415890586
E85127,flood,21.199999999999996,-2.800000000000006,0.3329877210394136,7,53,0.4336482429108307
E85128,flood,10.857142857142858,-1.4339622641509455,0.2393365188981586,7,53,0.49694265806913496
E85129,flood,8.028571428571436,-1.0603773584905642,0.2885404800175976,7,53,0.3220804375075813
E85130,flood,7.17142857142857,-0.9471698113207547,0.3656803709351153,7,53,0.5493259581826597
E85600,flood,5.5428571428571445,-0.7320754716981145,0.16057719219158617,7,53,0.7822808530207158
E85605,flood,10.085714285714298,-1.332075471698109,0.28333467436526505,7,53,0.3109486556594845
E85617,flood,7.857142857142861,-1.0377358490566022,0.5860439826919442,7,53,0.04153767803795725
E85617,flood_geo,-12.666666666666663,0.6666666666666682,-0.8784740104190352,3,57,0.11866723968423729
E85623,flood,9.466666666666667,-0.4982456140350887,0.48255620835438784,3,57,0.26298441586627397
E85624,flood,11.971428571428564,-1.581132075471701,0.24903203980336405,7,53,0.44045304490185544
E85625,flood,0.8194444444444441,-0.11991869918699198,0.04896905731756656,6,54,
E85628,flood,-10.342857142857147,1.3660377358490572,-0.4239515801100467,7,53,0.23111522687000696
E85633,flood,4.666666666666657,-0.24561403508771978,0.10835802002343835,3,57,0.9729419489994128
E85635,flood,20.91428571428571,-2.7622641509433996,0.9030932748540209,7,53,0.008652494553719565
E85636,flood,15.714285714285714,-2.0754716981132084,0.2469867581187297,7,53,0.3510216570872088
E85640,flood,5.800000000000002,-0.7660377358490563,0.392358441877932,7,53,0.21366583059970368
E85643,flood,-27.73333333333333,1.4596491228070207,-0.5605755574509255,3,57,0.19159008537667266
E85649,flood,-0.20000000000000082,0.026415094339623017,-0.012474708180080493,7,53,0.8992141094954905
E85656,flood,39.86666666666667,-2.098245614035089,1.4552389215095647,3,57,0.01602858398031016
E85657,flood,15.257142857142858,-2.015094339622643,0.39249678617673633,7,53,0.2495670255851078
E85658,flood,7.1714285714285735,-0.9471698113207534,0.476817247805877,7,53,0.2640410786534506
E85659,flood,0.3142857142857157,-0.04150943396226246,0.03736184393809766,7,53,0.8900756121581639
E85663,flood,47.46666666666666,-2.4982456140350893,1.0326444572831577,3,57,0.04183266565685659
